"searchedTranscript","transcriptGene"
"ENST00000551746","VEZT"
"ENST00000551748","RPH3A"
"ENST00000551777","PCED1B"
"ENST00000551781","PPP1R12A"
"ENST00000551804","PFKM"
"ENST00000551855","CPNE8"
"ENST00000551886","LARP4"
"ENST00000551979","AK2"
"ENST00000551991","NDUFA12"
"ENST00000552067","CD63"
"ENST00000552178","OSBPL8"
"ENST00000552184","ZNF606"
"ENST00000552295","BEST3"
"ENST00000552369","DDX23"
"ENST00000552440","USP44"
"ENST00000552455","RPL6"
"ENST00000552596","MCRS1"
"ENST00000552604","ARHGAP9"
"ENST00000552694","CCDC63"
"ENST00000552743","DNM1L"
"ENST00000552758","FICD"
"ENST00000552849","BRMS1L"
"ENST00000552874","NPAS3"
"ENST00000552935","ITGB7"
"ENST00000552940","C12orf73"
"ENST00000552946","SARNP"
"ENST00000553112","SDS"
"ENST00000553145","HDAC4"
"ENST00000553221","TSPAN31"
"ENST00000553252","SLC38A2"
"ENST00000553256","PTCH1"
"ENST00000553324","SHMT2"
"ENST00000553356","BDKRB1"
"ENST00000553404","LIN52"
"ENST00000553448","COQ6"
"ENST00000553459","MIR202HG"
"ENST00000553550","PRMT5"
"ENST00000553569","TDP1"
"ENST00000553576","VIPAS39"
"ENST00000553663","FERMT2"
"ENST00000553753","HNRNPC"
"ENST00000553756","AP1G2"
"ENST00000553930","SDR39U1"
"ENST00000553950","SHMT2"
"ENST00000554005","FOXN3"
"ENST00000554034","CDH24"
"ENST00000554058","VASH1-AS1"
"ENST00000554070","AREL1"
"ENST00000554084","WARS1"
"ENST00000554108","CFAP54"
"ENST00000554138","SYT16"
"ENST00000554150","HSD17B6"
"ENST00000554162","NEMF"
"ENST00000554168","SPATA7"
"ENST00000554186","LINC00520"
"ENST00000554193","COQ6"
"ENST00000554224","SLC25A29"
"ENST00000554236","ATP6V1D"
"ENST00000554251","ERO1A"
"ENST00000554269","BMS1P15"
"ENST00000554283","METTL17"
"ENST00000554309","PSMA3-AS1"
"ENST00000554320","COQ6"
"ENST00000554439","PRPF39"
"ENST00000554452","NBEAP1"
"ENST00000554555","TTC6"
"ENST00000554557","ZFYVE26"
"ENST00000554578","STAC3"
"ENST00000554582","ZNF410"
"ENST00000554706","AK7"
"ENST00000554747","BEGAIN"
"ENST00000554798","LINC02251"
"ENST00000554823","SYNDIG1L"
"ENST00000554877","CCDC85C"
"ENST00000554891","HNRNPC"
"ENST00000554902","PNN"
"ENST00000554920","COQ6"
"ENST00000555013","FANCM"
"ENST00000555081","IFI27"
"ENST00000555120","ZC3H14"
"ENST00000555179","GALC"
"ENST00000555192","SAMD4A"
"ENST00000555201","WDR25"
"ENST00000555333","ADCK1"
"ENST00000555357","CDK2"
"ENST00000555380","AKT1"
"ENST00000555610","L2HGDH"
"ENST00000555676","RBM23"
"ENST00000555686","FOS"
"ENST00000555721","LINC01568"
"ENST00000555801","LINC00640"
"ENST00000555810","TUBB3"
"ENST00000555814","ARHGAP5"
"ENST00000555824","SEL1L"
"ENST00000555952","FRMD6"
"ENST00000555971","FAM174B"
"ENST00000555976","PTGR2"
"ENST00000555989","SIPA1L1"
"ENST00000556070","PAX8-AS1"
"ENST00000556097","LGMN"
"ENST00000556120","DIO3OS"
"ENST00000556125","SLC39A9"
"ENST00000556146","CDK2"
"ENST00000556167","PSMA6"
"ENST00000556171","POMT2"
"ENST00000556283","PAPOLA"
"ENST00000556366","NDRG2"
"ENST00000556369","AHSA1"
"ENST00000556402","ETFRF1"
"ENST00000556417","LINC00520"
"ENST00000556523","SDR39U1"
"ENST00000556533","PSEN1"
"ENST00000556580","NGDN"
"ENST00000556617","FRMD6-AS2"
"ENST00000556618","RCCD1"
"ENST00000556718","PRPF39"
"ENST00000556732","NDUFA4L2"
"ENST00000556788","ARMH4"
"ENST00000556795","ZFYVE21"
"ENST00000556803","SLC22A17"
"ENST00000556824","FAM174B"
"ENST00000556839","RALGAPA1"
"ENST00000556857","ABHD12B"
"ENST00000556859","DACT1"
"ENST00000556877","PPIAP4"
"ENST00000556937","POLE2"
"ENST00000556956","SLIRP"
"ENST00000556960","TTC7B"
"ENST00000557015","PRMT5"
"ENST00000557031","NUMB"
"ENST00000557036","CATSPERB"
"ENST00000557089","HSP90AA1"
"ENST00000557184","CGRRF1"
"ENST00000557225","SERPINA6"
"ENST00000557248","SPATA7"
"ENST00000557249","PTPN21"
"ENST00000557271","ADSS1"
"ENST00000557282","PPIAP8"
"ENST00000557284","FPGT-TNNI3K"
"ENST00000557315","LGMN"
"ENST00000557411","CEP128"
"ENST00000557440","LINC00639"
"ENST00000557504","TMEM63C"
"ENST00000557553","RTRAF"
"ENST00000557609","LGMN"
"ENST00000557613","ASB2"
"ENST00000557621","PPP2R5C"
"ENST00000557630","THTPA"
"ENST00000557648","MLH3"
"ENST00000557655","MYO15A"
"ENST00000557701","METTL17"
"ENST00000557782","TDP1"
"ENST00000557812","DHRS4L2"
"ENST00000557820","PKNOX1"
"ENST00000557888","DCAF11"
"ENST00000557915","TINF2"
"ENST00000558005","CRTC3"
"ENST00000558012","PSTPIP1"
"ENST00000558029","MFGE8"
"ENST00000558119","RAB8B"
"ENST00000558129","TM2D3"
"ENST00000558215","DCAF11"
"ENST00000558301","ACSBG1"
"ENST00000558315","IRX6"
"ENST00000558316","EIF5"
"ENST00000558336","GATM"
"ENST00000558349","PRTG"
"ENST00000558358","APBA2"
"ENST00000558365","ADAMTS7P4"
"ENST00000558415","SPG21"
"ENST00000558423","DHRS4-AS1"
"ENST00000558486","SLTM"
"ENST00000558505","PLCB2"
"ENST00000558523","CINP"
"ENST00000558527","SRP14"
"ENST00000558538","MAN2A2"
"ENST00000558556","SORD2P"
"ENST00000558575","LINC01220"
"ENST00000558627","FAH"
"ENST00000558670","GCHFR"
"ENST00000558857","IL16"
"ENST00000558884","CERS3"
"ENST00000558890","LRRC28"
"ENST00000558900","FAM81A"
"ENST00000558926","AP3S2"
"ENST00000558929","NR2F2-AS1"
"ENST00000558942","ISG20"
"ENST00000558956","GALK2"
"ENST00000559016","COPS2"
"ENST00000559126","WDR73"
"ENST00000559163","WASH3P"
"ENST00000559168","PLEKHH1"
"ENST00000559215","IREB2"
"ENST00000559217","FAH"
"ENST00000559308","RNF31"
"ENST00000559356","EIF3J-DT"
"ENST00000559379","LINC02568"
"ENST00000559455","DLGAP4-AS1"
"ENST00000559491","RNF31"
"ENST00000559533","RNF31"
"ENST00000559542","FAH"
"ENST00000559587","RORA"
"ENST00000559642","BMP4"
"ENST00000559677","SPG21"
"ENST00000559710","TCF12"
"ENST00000559716","DUOX1"
"ENST00000559851","TYRO3"
"ENST00000559894","MESP1"
"ENST00000559905","FAM227B"
"ENST00000559915","LINC02490"
"ENST00000559925","IGF1R"
"ENST00000559938","SLC27A2"
"ENST00000560056","LINC02853"
"ENST00000560093","PLCB2"
"ENST00000560159","USP50"
"ENST00000560178","INO80-AS1"
"ENST00000560184","AP3S2"
"ENST00000560189","MESD"
"ENST00000560195","LINC01582"
"ENST00000560218","IQGAP1"
"ENST00000560246","FAM227B"
"ENST00000560267","LINC00520"
"ENST00000560357","HMBOX1"
"ENST00000560406","ICE2"
"ENST00000560437","ATP8B4"
"ENST00000560441","UACA"
"ENST00000560488","SORD"
"ENST00000560501","REC8"
"ENST00000560518","CERNA1"
"ENST00000560543","SCAND2P"
"ENST00000560566","CLU"
"ENST00000560610","WDR61"
"ENST00000560784","CHP1"
"ENST00000560862","ISLR"
"ENST00000560893","HNRNPA1P45"
"ENST00000560965","CHP1"
"ENST00000561022","ANXA2"
"ENST00000561038","GMPR2"
"ENST00000561106","SEMA6D"
"ENST00000561110","DNAJC17"
"ENST00000561191","USP3-AS1"
"ENST00000561195","ADNP2"
"ENST00000561331","EFL1"
"ENST00000561340","EFL1"
"ENST00000561367","KNSTRN"
"ENST00000561389","EFL1"
"ENST00000561402","NR2F2-AS1"
"ENST00000561414","CHSY1"
"ENST00000561430","ANP32A"
"ENST00000561465","PRTG"
"ENST00000561466","PRELID1P4"
"ENST00000561480","STOML1"
"ENST00000561500","NQO1"
"ENST00000561536","ZNF276"
"ENST00000561561","HAGHL"
"ENST00000561677","NOB1"
"ENST00000561692","BMERB1"
"ENST00000561814","ZNF267"
"ENST00000561837","SLC6A10P"
"ENST00000561907","TBL3"
"ENST00000561975","ISLR2"
"ENST00000562037","NAGPA"
"ENST00000562057","SPINT1"
"ENST00000562087","FTLP14"
"ENST00000562163","DEF8"
"ENST00000562168","ALDOA"
"ENST00000562186","MOSMO"
"ENST00000562220","PCDHA10"
"ENST00000562227","ZNF192P1"
"ENST00000562292","MOK"
"ENST00000562387","CTRB2"
"ENST00000562388","KIAA0513"
"ENST00000562406","PSME3IP1"
"ENST00000562418","SULT1C2P1"
"ENST00000562423","PDCD6IPP2"
"ENST00000562472","LAT"
"ENST00000562540","DENND4A"
"ENST00000562559","NETO2"
"ENST00000562706","TMX3"
"ENST00000562743","USP10"
"ENST00000562751","PIGB"
"ENST00000562753","CDYL2"
"ENST00000562806","CHD9"
"ENST00000562812","CDYL2"
"ENST00000562836","CDH1"
"ENST00000562851","MLST8"
"ENST00000562931","GALNS"
"ENST00000562956","LINC00838"
"ENST00000562977","NFATC2IP"
"ENST00000562999","NDRG4"
"ENST00000563013","MAN2C1"
"ENST00000563176","LCMT1-AS1"
"ENST00000563195","ZNF518A"
"ENST00000563221","NAE1"
"ENST00000563258","NOL3"
"ENST00000563299","UTP4"
"ENST00000563317","NDRG4"
"ENST00000563323","BCAR1"
"ENST00000563351","ZFPM1"
"ENST00000563374","ADGRG1"
"ENST00000563382","ZC3H18"
"ENST00000563410","CHD9"
"ENST00000563426","TMEM208"
"ENST00000563432","GLG1"
"ENST00000563555","EEF2K"
"ENST00000563622","MAN2C1"
"ENST00000563623","ABCA3"
"ENST00000563648","MYO9A"
"ENST00000563655","APRT"
"ENST00000563679","PDXDC1"
"ENST00000563729","INTS14"
"ENST00000563745","SIAH1"
"ENST00000563819","DHX38"
"ENST00000563873","SNAP23"
"ENST00000563888","TCF4"
"ENST00000563889","EXOC3L1"
"ENST00000563890","CDYL2"
"ENST00000563952","CMTM4"
"ENST00000564123","BBS2"
"ENST00000564146","MKRN2OS"
"ENST00000564199","LINC02240"
"ENST00000564246","KCTD5"
"ENST00000564252","NME3"
"ENST00000564262","ZNF689"
"ENST00000564278","NUP93"
"ENST00000564298","HNRNPA3P11"
"ENST00000564318","TMEM231"
"ENST00000564334","HERC2P8"
"ENST00000564396","KLHDC4"
"ENST00000564408","UTP4"
"ENST00000564444","MBTPS1"
"ENST00000564451","TUBB8P7"
"ENST00000564487","AGBL1-AS1"
"ENST00000564507","TELO2"
"ENST00000564517","RPL4"
"ENST00000564624","METTL22"
"ENST00000564626","POLR2C"
"ENST00000564644","SNUPN"
"ENST00000564667","NETO2"
"ENST00000564727","GNAO1"
"ENST00000564732","ATP2A1"
"ENST00000564752","CLN6"
"ENST00000564802","GAS8"
"ENST00000564831","APOBR"
"ENST00000564854","MAPK10"
"ENST00000564879","TBC1D24"
"ENST00000564972","COX6CP1"
"ENST00000565011","ULK3"
"ENST00000565065","CIAO3"
"ENST00000565078","COX4I1"
"ENST00000565142","ITGAM"
"ENST00000565196","TCF25"
"ENST00000565207","ULK4P1"
"ENST00000565318","CPT1A"
"ENST00000565335","UBL7"
"ENST00000565341","CIAO3"
"ENST00000565450","ATF7IP2"
"ENST00000565468","TMEM178B"
"ENST00000565480","CEMP1"
"ENST00000565540","ISLR2"
"ENST00000565583","ZC3H18"
"ENST00000565611","ZNF106"
"ENST00000565626","NSMCE1"
"ENST00000565634","UBFD1"
"ENST00000565636","CDH13"
"ENST00000565643","LOC654780"
"ENST00000565670","SNX18P3"
"ENST00000565790","ULK3"
"ENST00000565830","MVP"
"ENST00000565843","ZNF821"
"ENST00000565857","BMERB1"
"ENST00000565871","KIFC3"
"ENST00000565966","HERPUD1"
"ENST00000565992","SSTR5-AS1"
"ENST00000566007","ATXN2L"
"ENST00000566102","SALL1"
"ENST00000566118","HAS3"
"ENST00000566126","CLK3"
"ENST00000566173","CDYL2"
"ENST00000566199","JMJD8"
"ENST00000566221","SPG7"
"ENST00000566295","KCTD19"
"ENST00000566316","ATF7IP2"
"ENST00000566320","FBXL19"
"ENST00000566435","NPW"
"ENST00000566585","NDRG4"
"ENST00000566665","GRIN2A"
"ENST00000566745","ADPGK-AS1"
"ENST00000566772","KARS1"
"ENST00000566854","NSMCE1-DT"
"ENST00000566880","KLF8P1"
"ENST00000566911","LPCAT2"
"ENST00000567094","SNAP23"
"ENST00000567100","DUS2"
"ENST00000567101","HOXB7"
"ENST00000567134","SNUPN"
"ENST00000567235","UTP4"
"ENST00000567244","COG4"
"ENST00000567249","LOC112694756"
"ENST00000567427","TELO2"
"ENST00000567445","CDH13"
"ENST00000567570","MPI"
"ENST00000567582","CD276"
"ENST00000567588","LOC339059"
"ENST00000567597","UQCRC2"
"ENST00000567607","TGFB1I1"
"ENST00000567637","GRAMD2A"
"ENST00000567681","NEIL1"
"ENST00000567738","AMFR"
"ENST00000567739","NAGPA"
"ENST00000567805","CLK3"
"ENST00000567806","GTF3C1"
"ENST00000567810","UQCRC2"
"ENST00000567866","RPAP1"
"ENST00000567920","SCAMP5"
"ENST00000567970","C16orf95"
"ENST00000567997","SNAI3-AS1"
"ENST00000568043","INO80E"
"ENST00000568070","FAM157C"
"ENST00000568090","HSD17B2"
"ENST00000568101","ATP6V0D1"
"ENST00000568118","CES3"
"ENST00000568161","SLC22A31"
"ENST00000568175","CA5AP1"
"ENST00000568234","ADGRG1"
"ENST00000568272","DCTN5"
"ENST00000568303","MPI"
"ENST00000568322","ZNF821"
"ENST00000568330","DBNDD1"
"ENST00000568335","TMEM114"
"ENST00000568347","CES2"
"ENST00000568377","TMEM231"
"ENST00000568424","NDRG4"
"ENST00000568598","MGAT5B"
"ENST00000568632","CDH16"
"ENST00000568682","KARS1"
"ENST00000568700","ADGRG1"
"ENST00000568739","LINC02193"
"ENST00000568782","UBR1"
"ENST00000568798","MTHFSD"
"ENST00000568828","MPI"
"ENST00000568846","HAUS2"
"ENST00000568864","BCAR1"
"ENST00000568912","FSCN1P1"
"ENST00000568944","MAN2C1"
"ENST00000568995","KCTD13"
"ENST00000569047","PRMT7"
"ENST00000569061","DEF8"
"ENST00000569100","GOLGA8B"
"ENST00000569129","CPT1A"
"ENST00000569133","IL17C"
"ENST00000569179","RIPOR1"
"ENST00000569187","CMC2"
"ENST00000569188","HAS3"
"ENST00000569233","MPI"
"ENST00000569252","USB1"
"ENST00000569257","CPEB1"
"ENST00000569282","BOLA2B"
"ENST00000569310","CCNYL7"
"ENST00000569318","ATXN2L"
"ENST00000569329","KDM8"
"ENST00000569333","KCTD19"
"ENST00000569346","ITGA11"
"ENST00000569362","LINC02182"
"ENST00000569377","ZDHHC7"
"ENST00000569385","HAGHL"
"ENST00000569464","CBFA2T3"
"ENST00000569491","INTS14"
"ENST00000569504","TSNAXIP1"
"ENST00000569537","HERC2P6"
"ENST00000569566","MSLN"
"ENST00000569629","SIRPB1"
"ENST00000569634","TNRC6A"
"ENST00000569648","ZNF106"
"ENST00000569727","PRSS54"
"ENST00000569735","DNAAF1"
"ENST00000569803","DEF8"
"ENST00000569899","GDE1"
"ENST00000569926","TMEM62"
"ENST00000569936","STRA6"
"ENST00000569978","MAZ"
"ENST00000570014","LMF1"
"ENST00000570023","VPS39"
"ENST00000570041","AKTIP"
"ENST00000570042","ZNF192P1"
"ENST00000570053","USP10"
"ENST00000570121","IGHV3OR16-12"
"ENST00000570157","POTEB"
"ENST00000570196","PLCG2"
"ENST00000570258","ECI1"
"ENST00000570297","AP1G1"
"ENST00000570416","MIR22HG"
"ENST00000570499","TOM1L1"
"ENST00000570626","RBFOX1"
"ENST00000570740","CDC27"
"ENST00000570754","C17orf67"
"ENST00000570817","CEP131"
"ENST00000570848","DERL2"
"ENST00000570871","PCDHB19P"
"ENST00000570940","NLGN2"
"ENST00000570984","MYO1C"
"ENST00000571011","TRAP1"
"ENST00000571134","DHRS7C"
"ENST00000571186","CIITA"
"ENST00000571232","MNT"
"ENST00000571249","CHD3"
"ENST00000571278","ASPA"
"ENST00000571406","ARHGAP17"
"ENST00000571707","TSPAN10"
"ENST00000571826","CREBBP"
"ENST00000571835","WDR45B"
"ENST00000571875","HIC1"
"ENST00000571983","FLYWCH1"
"ENST00000571987","MAPT"
"ENST00000572169","NAA60"
"ENST00000572412","ANKFY1"
"ENST00000572467","CORO7-PAM16"
"ENST00000572468","ZNF232"
"ENST00000572519","TRPV3"
"ENST00000572610","RFWD3"
"ENST00000572619","PKMYT1"
"ENST00000572725","SLC26A11"
"ENST00000572761","LCMT1"
"ENST00000572853","MAPK7"
"ENST00000572907","FGF11"
"ENST00000573001","TNFRSF12A"
"ENST00000573099","GRAP"
"ENST00000573186","NEURL4"
"ENST00000573198","MYO1C"
"ENST00000573338","SLC16A11"
"ENST00000573406","C1QBP"
"ENST00000573414","ZNF213-AS1"
"ENST00000573432","PRPSAP2"
"ENST00000573506","PELP1"
"ENST00000573576","SIRT7"
"ENST00000573694","NDE1"
"ENST00000573910","RMI2"
"ENST00000574250","SGSM2"
"ENST00000574344","NPLOC4"
"ENST00000574357","CYB5D1"
"ENST00000574581","GLOD4"
"ENST00000574617","INCA1"
"ENST00000574755","VPS33B"
"ENST00000574914","P4HB"
"ENST00000574958","GEMIN4"
"ENST00000575082","FGF11"
"ENST00000575100","VPS53"
"ENST00000575168","CXCL16"
"ENST00000575192","CAMTA2"
"ENST00000575235","FGF11"
"ENST00000575287","CIC"
"ENST00000575323","CLUAP1"
"ENST00000575359","NFKBIB"
"ENST00000575395","SCPEP1"
"ENST00000575421","TMEM231P1"
"ENST00000575561","PDILT"
"ENST00000575591","TXNDC11"
"ENST00000575662","MYBBP1A"
"ENST00000575685","TMEM100"
"ENST00000575711","RPAIN"
"ENST00000575752","ZNF174"
"ENST00000575830","CDC27"
"ENST00000575857","SLC12A4"
"ENST00000575889","ALOX12-AS1"
"ENST00000575976","NUP88"
"ENST00000576010","PITPNA"
"ENST00000576076","SRRM2"
"ENST00000576153","CXCL16"
"ENST00000576320","CFAP52"
"ENST00000576348","ERCC4"
"ENST00000576370","COX11"
"ENST00000576427","NOMO3"
"ENST00000576459","XAF1"
"ENST00000576589","NOMO3"
"ENST00000576625","LCMT1"
"ENST00000576905","NLRP1"
"ENST00000576958","PRPF8"
"ENST00000576984","BSG"
"ENST00000577252","MYO1D"
"ENST00000577315","MKS1"
"ENST00000577337","PGAP3"
"ENST00000577402","FLII"
"ENST00000577466","GIT1"
"ENST00000577474","TRAPPC8"
"ENST00000577500","LLGL2"
"ENST00000577600","CNDP2"
"ENST00000577699","LINC02756"
"ENST00000577734","DYM"
"ENST00000577750","KRT16P1"
"ENST00000577774","WDR45B"
"ENST00000577798","COX10-AS1"
"ENST00000577831","MED1"
"ENST00000577889","GARS1-DT"
"ENST00000577907","DUS1L"
"ENST00000577934","TP53I13"
"ENST00000577989","CYB561"
"ENST00000578005","MYO15B"
"ENST00000578053","DPRXP4"
"ENST00000578069","RPL26"
"ENST00000578103","TTC19"
"ENST00000578118","LRRC37B"
"ENST00000578122","IFT20"
"ENST00000578178","PPP4R1"
"ENST00000578220","MYO15B"
"ENST00000578273","DCXR"
"ENST00000578323","SCRN2"
"ENST00000578361","ASPSCR1"
"ENST00000578390","PLXDC1"
"ENST00000578491","DDX5"
"ENST00000578684","SLC16A3"
"ENST00000578744","TRIM16"
"ENST00000578748","PIPOX"
"ENST00000578775","HEXD"
"ENST00000578805","INTS2"
"ENST00000578845","CDKN2A"
"ENST00000578865","RECQL5"
"ENST00000578907","DUS1L"
"ENST00000578931","TLK2"
"ENST00000578950","PER1"
"ENST00000578964","MIR3677"
"ENST00000578991","ELAC2"
"ENST00000578998","RBFOX3"
"ENST00000579014","LAMA1"
"ENST00000579128","TYMS"
"ENST00000579204","ACE"
"ENST00000579365","PSMD12"
"ENST00000579450","TLK2"
"ENST00000579491","SLC39A11"
"ENST00000579539","DDX42"
"ENST00000579559","HSD11B1L"
"ENST00000579591","CDKN2B"
"ENST00000579685","APCDD1"
"ENST00000579715","RN7SL14P"
"ENST00000579723","MIR5708"
"ENST00000580000","MIR4525"
"ENST00000580033","ARHGDIA"
"ENST00000580036","LIPG"
"ENST00000580039","STRADA"
"ENST00000580063","PSMC5"
"ENST00000580068","TANC2"
"ENST00000580083","SPAG5"
"ENST00000580099","MIF4GD"
"ENST00000580110","TRIM16"
"ENST00000580122","TRIM37"
"ENST00000580136","ZNF286A"
"ENST00000580200","ANKRD20A5P"
"ENST00000580257","MAPK8IP1P2"
"ENST00000580361","RAB31"
"ENST00000580464","LRRC37A3"
"ENST00000580465","BPTF"
"ENST00000580514","RN7SL32P"
"ENST00000580571","MIF4GD"
"ENST00000580644","CABLES1"
"ENST00000580666","SLC16A6"
"ENST00000580674","LGALS9C"
"ENST00000580732","GREB1L"
"ENST00000580825","PPP1R1B"
"ENST00000580905","POLI"
"ENST00000580917","ERAL1"
"ENST00000580948","LINC00511"
"ENST00000580965","RAC3"
"ENST00000581098","MIR3135B"
"ENST00000581159","HELZ"
"ENST00000581202","NARF"
"ENST00000581237","DDX5"
"ENST00000581288","PFAS"
"ENST00000581290","LINC02756"
"ENST00000581438","ATG13"
"ENST00000581457","CXADRP3"
"ENST00000581537","MIR5190"
"ENST00000581589","KCTD2"
"ENST00000581618","PSMD12"
"ENST00000581645","SCRN2"
"ENST00000581774","C1QTNF1"
"ENST00000581827","RECQL5"
"ENST00000581982","CD226"
"ENST00000582076","SPAG5"
"ENST00000582117","LRRC37B"
"ENST00000582166","ACADVL"
"ENST00000582169","EIF4A1"
"ENST00000582234","EPN2"
"ENST00000582270","SEPTIN4"
"ENST00000582303","CDC42EP4"
"ENST00000582308","RFFL"
"ENST00000582455","TMEM94"
"ENST00000582464","RECQL5"
"ENST00000582491","LINC02210"
"ENST00000582584","ZNF521"
"ENST00000582590","SLC46A1"
"ENST00000582764","TBC1D27P"
"ENST00000582864","HELZ"
"ENST00000582929","MIR4323"
"ENST00000583121","TAOK1"
"ENST00000583140","MYO15B"
"ENST00000583237","SLC16A3"
"ENST00000583305","MIR4774"
"ENST00000583327","ITGB4"
"ENST00000583352","CDK5RAP3"
"ENST00000583370","KSR1"
"ENST00000583410","ARHGAP28"
"ENST00000583456","MIR548AE2"
"ENST00000583501","TEX2"
"ENST00000583519","RN7SL322P"
"ENST00000583544","CD300LF"
"ENST00000583560","MYO15B"
"ENST00000583570","CBLN2"
"ENST00000583676","CEP95"
"ENST00000583695","CNDP2"
"ENST00000583715","SLC39A11"
"ENST00000583753","RNF43"
"ENST00000583884","STARD3"
"ENST00000583899","EIF4A1"
"ENST00000583953","FAM222B"
"ENST00000583958","MED13"
"ENST00000583995","DRC3"
"ENST00000584020","CDKN2B-AS1"
"ENST00000584022","NAT9"
"ENST00000584042","CDK5RAP3"
"ENST00000584044","PFAS"
"ENST00000584103","ACADVL"
"ENST00000584106","LASP1"
"ENST00000584124","MYH10"
"ENST00000584223","RN7SL121P"
"ENST00000584243","GGA3"
"ENST00000584288","AKT2"
"ENST00000584291","CYB561"
"ENST00000584304","MIR3936"
"ENST00000584346","KIAA0895LP1"
"ENST00000584373","GATA6-AS1"
"ENST00000584378","MPDU1"
"ENST00000584439","CTC1"
"ENST00000584464","ABHD3"
"ENST00000584479","MPDU1"
"ENST00000584590","RN7SL262P"
"ENST00000584617","RAD51C"
"ENST00000584668","SRSF1"
"ENST00000584713","MIR5002"
"ENST00000584722","LOC101927188"
"ENST00000584796","VAPA"
"ENST00000584806","PNPO"
"ENST00000584811","TVP23C"
"ENST00000584826","EFCAB5"
"ENST00000584923","SNORD3A"
"ENST00000584942","NOL11"
"ENST00000585042","VAPA"
"ENST00000585265","PSMD11"
"ENST00000585284","PER1"
"ENST00000585322","ATP8B1"
"ENST00000585327","NRAD1"
"ENST00000585359","GADD45B"
"ENST00000585379","FBXL12"
"ENST00000585397","ZNF793-AS1"
"ENST00000585413","PEF1-AS1"
"ENST00000585436","EEF2KMT"
"ENST00000585491","ZNF230"
"ENST00000585500","NLRP2"
"ENST00000585514","ZNF180"
"ENST00000585524","MRO"
"ENST00000585538","AOC4P"
"ENST00000585598","PSMD8"
"ENST00000585632","ZNF230"
"ENST00000585641","RHPN2"
"ENST00000585720","USP32"
"ENST00000585784","TPTEP1"
"ENST00000585890","ZNF793-AS1"
"ENST00000585899","LOC105371789"
"ENST00000585994","ZNF565"
"ENST00000586041","BCAS3"
"ENST00000586074","PCSK4"
"ENST00000586080","R3HDM4"
"ENST00000586112","FBF1"
"ENST00000586222","LDLRAD4"
"ENST00000586242","GRN"
"ENST00000586250","TMEM259"
"ENST00000586281","SAFB"
"ENST00000586320","ZNF585B"
"ENST00000586342","MED16"
"ENST00000586364","MPPE1"
"ENST00000586385","BRCA1"
"ENST00000586388","RUNDC3A-AS1"
"ENST00000586438","ZBTB7C"
"ENST00000586463","ANKRD27"
"ENST00000586472","CIRBP"
"ENST00000586480","ICAM5"
"ENST00000586494","ZNF763"
"ENST00000586512","NLRP2"
"ENST00000586535","SLC25A6P4"
"ENST00000586556","GEMIN7-AS1"
"ENST00000586575","YIPF2"
"ENST00000586585","ZNF396"
"ENST00000586592","ATP5F1A"
"ENST00000586614","ZNF561-AS1"
"ENST00000586676","MOB3A"
"ENST00000586713","CEP295NL"
"ENST00000586724","C16orf71"
"ENST00000586727","STARD13-AS"
"ENST00000586855","ZSCAN5B"
"ENST00000586926","GNAL"
"ENST00000586935","EZH1"
"ENST00000586967","CALR"
"ENST00000587003","HEATR6"
"ENST00000587060","ZNF793-AS1"
"ENST00000587133","EEF2KMT"
"ENST00000587139","KIAA1328"
"ENST00000587166","SSC5D"
"ENST00000587247","EDDM13"
"ENST00000587345","GADD45B"
"ENST00000587429","PKN1"
"ENST00000587458","PODNL1"
"ENST00000587477","LINC01535"
"ENST00000587492","ZSCAN5A"
"ENST00000587583","TMEM161A"
"ENST00000587606","ADGRE5"
"ENST00000587670","NMT1"
"ENST00000587705","WNK4"
"ENST00000587742","BTBD2"
"ENST00000587747","MGRN1"
"ENST00000587787","GASK1B"
"ENST00000587797","ATP6V0A1"
"ENST00000587818","TRAPPC6A"
"ENST00000587820","SEC14L1"
"ENST00000587902","ATP5F1A"
"ENST00000587932","GPX4"
"ENST00000587934","GIPC1"
"ENST00000587941","ILF3"
"ENST00000587956","RANBP3"
"ENST00000587984","ARHGAP33"
"ENST00000588007","NDUFA3P1"
"ENST00000588039","NFKBID"
"ENST00000588118","DNMT1"
"ENST00000588158","ZNF667-AS1"
"ENST00000588190","SMAD7"
"ENST00000588209","PRKACA"
"ENST00000588213","TRIR"
"ENST00000588229","TRMT1"
"ENST00000588319","KRT16"
"ENST00000588396","RNF152"
"ENST00000588439","TYROBP"
"ENST00000588472","SDF2"
"ENST00000588502","MRPL4"
"ENST00000588578","ZNF793"
"ENST00000588626","MFSD12"
"ENST00000588668","APPBP2"
"ENST00000588750","APOC1"
"ENST00000588934","EIF3K"
"ENST00000588984","APBA3"
"ENST00000589016","CCDC159"
"ENST00000589090","PPL"
"ENST00000589140","SEPTIN9"
"ENST00000589201","LINC00654"
"ENST00000589238","IMPA2"
"ENST00000589248","ZNF235"
"ENST00000589280","ZFP14"
"ENST00000589298","APLP1"
"ENST00000589301","ACOX1"
"ENST00000589375","MPP3"
"ENST00000589400","HOOK2"
"ENST00000589408","FAM98C"
"ENST00000589469","PSME3"
"ENST00000589485","ILF3"
"ENST00000589504","GPI"
"ENST00000589571","AP1M2"
"ENST00000589615","ZNF527"
"ENST00000589646","FAAP24"
"ENST00000589676","ZFP30"
