"searchedTranscript","gene","EnsemblID","EntrezSummary","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000485389","","ENSG00000243116","                                            ENSG00000243116  is a Pseudogene.                                                                                                                                                                                ",0.19,0,0.52,0,0.23,0,0.46,0.19,0.09,0.19,0.19,0,0,0,0.29,0,0,0.1,0,0.11,0.19,0.07,0.37,-0.12
"ENST00000485781","MDH1","ENSG00000014641","This gene encodes an enzyme that catalyzes the NAD/NADH-dependent, reversible oxidation of malate to oxaloacetate in many metabolic pathways, including the citric acid cycle. Two main isozymes are known to exist in eukaryotic cells: one is found in the mitochondrial matrix and the other in the cytoplasm. This gene encodes the cytosolic isozyme, which plays a key role in the malate-aspartate shuttle that allows malate to pass through the mitochondrial membrane to be transformed into oxaloacetate for further cellular processes. Alternatively spliced transcript variants have been found for this gene. A recent study showed that a C-terminally extended isoform is produced by use of an alternative in-frame translation termination codon via a stop codon readthrough mechanism, and that this isoform is localized in the peroxisomes. Pseudogenes have been identified on chromosomes X and 6. [provided by RefSeq, Feb 2016]",22.32,0.96,0,0,0.5,0,0,0,0,0,2.63,0,0,0,0.27,6.04,0,0.49,0,0.28,2.64,0.97,0.37,-1.67
"ENST00000487752","CLEC2D","ENSG00000069493","This gene encodes a member of the natural killer cell receptor C-type lectin family. The encoded protein inhibits osteoclast formation and contains a transmembrane domain near the N-terminus as well as the C-type lectin-like extracellular domain. Several alternatively spliced transcript variants have been identified for this gene. [provided by RefSeq, Oct 2010]",0,10.5,2.22,0,4.52,0,7.1,2.41,3.8,0,0,1.45,1.12,0,1.05,1.15,8.94,0,1.14,0,3.4,1.48,0.44,-1.91
"ENST00000488788","","ENSG00000270299","                                            ENSG00000270299  is a Protein Coding gene.                                                                                                                                                                                ",0.59,0.76,0.58,1.76,0.66,1.45,1.76,2.66,0.25,0.4,1.05,0,0.5,0.24,0.55,0.36,0.79,0,0.73,0.56,1.16,0.48,0.41,-0.69
"ENST00000490314","","ENSG00000240790","                                            ENSG00000240790  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,0,0,0,0.75,0.28,0,0,0,0,0,0,0.5,0,0,0,0,0,0.11,0.05,0.44,-0.06
"ENST00000493710","","ENSG00000240758","                                            ENSG00000240758  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,1.02,0.52,0,1.52,0.95,1.63,0.97,0,1.42,0,0.32,0,0,0.63,0.17,0.86,0.25,0.24,0.55,0.74,0.3,0.41,-0.43
"ENST00000493771","","ENSG00000167807","                                            ENSG00000167807  is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include electron transfer activity and 2 iron, 2 sulfur cluster binding.                                            An important paralog of this gene is FDX2.",0.34,0,0.11,0,0,0.15,0.08,0,0,0,0,0.11,0,0,0,0,0,0,0,0.22,0.08,0.03,0.43,-0.04
"ENST00000493920","","ENSG00000223886","                                            ENSG00000223886  is a Pseudogene.                                                                                                                                                                                ",0,0.35,0.89,0,0,0,0,0.34,0,0,0.31,0,0,0,0,0,0,0,0,0.52,0.18,0.08,0.47,-0.09
"ENST00000495088","","ENSG00000241537","                                            ENSG00000241537  is a Pseudogene.                                                                                                                                                                                ",0.3,0,0,0,0,0,0.09,0,0.19,0,0.19,0,0.1,0,0,0,0,0,0,0,0.06,0.03,0.45,-0.04
"ENST00000495576","","ENSG00000239945","                                            ENSG00000239945  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0.05,0,0.03,0.09,0.83,0.55,0,0,0,0,0.26,0.1,0,0,0,0.16,0,0.3,0,0.17,0.08,0.48,-0.09
"ENST00000496674","","ENSG00000240241","                                            ENSG00000240241  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,1.41,0,0,0,0.23,0,2.04,0,0,0.79,0,0,0,0,0,0.82,0,0,0,0.41,0.16,0.39,-0.25
